id,company_id,company,sector_id,country_id,sector,country,Close,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
10,12,ABOS,5,35,Healthcare,United States,20.28,3.787984037,5.283114949,5.196446475,4.532354833,5.095341514,4.157683121,4.738102859,4.737215613,4.992422172,4.33406741,4.549054159,4.643169639,4.360425208,4.429974607,4.598753239,4.211004619,5.006133388,4.734397337,4.790519282,3.319301405,3.987553071,4.83174359,4.877071109,3.832477496,4.306596022,3.319644095,4.293772354,5.16528407,5.233134223,4.316278971,3.903468066,5.036135362,4.246333696,4.673394935,4.521692165,4.532083461,5.187259126,3.483878008,4.908549006,4.486105013,4.222301293,4.355094479,4.499517056,4.115543765,4.610378097,4.339544705,4.57260728,4.73889582,3.99372481,4.601523163,4.673451144,5.106772968,5.686392492,4.101188872,5.007651619,5.2597093,5.553790898,4.673633972,4.671606542,4.975077356
11,13,ABR,7,35,Real Estate,United States,19.938335,13.02945395,12.66999454,12.00048297,13.30276261,12.61426489,12.31842978,12.38606023,12.42115063,12.32951296,12.36321529,11.59577338,12.06010944,12.29204454,12.19059885,12.10821776,11.698846,11.42171183,11.90384919,11.33203623,11.50503177,11.3962179,11.74498512,11.26981664,11.81530853,11.4357197,11.28060628,10.91705395,11.71695986,11.56060692,10.6224845,11.66740404,10.80961389,11.21675142,10.36363294,11.93489184,11.75284531,10.58580281,10.94076644,11.60001959,10.89655375,10.93699084,10.8336116,11.46434511,10.51418403,10.52639264,11.11940697,10.72006189,11.10777593,10.7219586,11.3384109,10.69150303,10.07132742,11.25528586,10.20975666,10.55235362,10.80288507,9.727026866,11.25564,10.28888505,10.03449956
12,14,ABSI,5,35,Healthcare,United States,30.29,3.753679687,3.933205702,2.859621194,3.90475266,5.19955044,2.968544722,3.740215281,3.370963053,4.590417301,3.200679007,3.69001274,4.47072983,4.855620647,3.831144593,3.456295549,4.243913875,3.574278247,3.56019458,3.445594345,4.126665533,3.188480204,4.188460256,4.724059801,4.300808675,4.016547717,3.214949535,5.187002738,3.639520879,5.711905593,4.315299013,4.810106793,4.909840259,4.582444545,4.820367924,5.052170463,4.951673303,6.404636215,4.395984345,4.938057692,5.670413775,5.569977548,5.672320303,5.679069432,5.77189128,5.868754572,4.285932878,5.698638881,4.989660792,5.236032205,6.207917592,5.068561462,5.149653917,5.262104343,5.071966042,6.099064926,5.355346855,4.707969856,6.139850824,6.624099126,4.896946818
13,15,ABT,5,35,Healthcare,United States,138.55128,99.36853772,103.3974567,106.6865888,106.7798911,109.3007454,104.0965217,104.6073141,104.0382842,102.5727002,100.1777768,107.0500449,103.5724005,102.3314423,100.1052854,101.110593,101.2345501,100.9067699,100.7434703,97.86386724,99.11869938,96.88317762,95.60717945,97.7050271,98.53338412,100.3992479,93.12697252,95.35100699,104.1901956,94.73800991,96.06937172,95.49013457,98.8852455,93.5861918,98.14137914,100.0156003,99.10167902,95.71621378,93.2836655,94.70766892,100.5714582,91.94060168,91.28583412,91.28771702,86.66292046,91.44456691,87.02607094,92.82167144,89.61936703,84.73021404,90.41633425,82.82249723,91.38075502,88.98346142,82.37933209,82.69593053,87.25916971,84.25311554,86.73433824,85.03567203,82.40367755
14,16,ABUS,5,35,Healthcare,United States,30.94,3.316103998,3.675581155,2.614820038,2.817853221,4.924301228,2.619730134,3.468437783,2.817164424,3.494393522,2.081322144,3.031907611,3.529412883,3.248608843,2.940011812,2.963296734,2.31310498,2.950168566,2.608956968,2.131806235,3.326129355,3.249591323,2.842814492,2.619258488,3.188654951,3.846644307,2.601030735,3.851702398,3.280290722,3.386175916,3.021412914,3.345267205,4.568116832,3.708481107,3.901471413,4.287066596,4.434986365,5.545938812,3.77423629,3.537972127,4.861641942,4.072314188,4.103091503,5.419052697,3.712873914,4.405511955,3.666099367,3.876236283,4.828549274,3.151022864,5.24193883,3.856456663,5.329797746,2.911807572,4.218626766,3.917468185,4.975472271,5.671595789,4.480114071,6.224319131,4.916304917
15,18,ACAD,5,35,Healthcare,United States,57,15.98786607,12.78980277,11.76007113,14.64575538,12.44055614,14.17218447,11.83473381,12.11912879,13.36980352,13.76031321,12.38910238,12.13335228,13.17160477,13.54931876,11.90528981,12.93807833,13.16846126,12.65284333,12.58747865,14.41253981,13.2481522,13.33973086,14.45937046,13.53749219,13.36357936,12.55722338,14.28594857,13.00161687,13.82850203,13.1263293,12.92260543,14.75341085,13.52090237,14.38943195,14.40396461,12.99971259,13.86380848,15.45758298,13.26370579,13.25575063,13.96714917,12.67573969,12.35639329,11.24297869,13.10496689,13.56325516,11.19133043,15.35328421,12.06929818,12.68150604,13.91852126,12.08840552,13.09120291,13.20637952,15.57233065,13.81623548,13.88686028,16.20033672,13.85013369,14.8373622
16,19,ACB,5,7,Healthcare,Canada,143.268,2.228232448,4.152086761,4.276965371,2.10438711,-2.370331903,2.203273805,4.986016277,6.698232355,5.701856037,6.103145589,5.683521863,-0.434606704,7.436555388,8.976730071,12.56118489,7.172586407,6.622761867,11.44765282,11.29767253,4.870487285,7.775073664,8.782197932,6.535132286,3.582390947,8.38698419,6.02210632,1.240358209,7.917359919,9.366901274,1.868186248,8.600239582,-0.128229806,-1.192561906,5.039131583,4.196813136,1.568127467,-2.157546181,8.04267404,4.476312152,4.040283098,5.545483979,1.247883589,5.015816782,5.660245489,1.611482195,3.880988417,-2.085034608,6.111345584,6.342787844,4.115631899,2.386957122,5.334263108,4.869744353,11.20713954,1.555931014,5.82221088,7.282201839,7.793043844,10.69564214,8.903174019
17,20,ACCD,5,35,Healthcare,United States,59.72,9.520827501,6.975852795,8.648729882,9.201349905,7.867573541,10.25026568,8.764032991,7.875605755,11.14037304,7.792654864,8.720775081,9.292022435,8.074392804,8.774490175,11.01386523,8.979887381,9.485320597,9.163151951,8.484073066,9.681862435,12.22366822,7.762270209,9.204306144,9.774740131,9.016060818,7.636883672,7.918332396,8.080313291,7.775268939,6.960489607,8.001204976,8.071150908,7.751341379,8.756809694,8.258513455,7.311345875,7.555308563,6.884805618,10.56493427,6.506543182,8.73308948,7.863902715,7.186694394,6.763015157,9.983628405,8.893924187,6.400196,7.303594869,8.504217672,8.300062762,8.25222366,8.215713842,8.347556583,8.749422656,7.415266307,5.98694903,8.90092056,9.486004928,4.390329027,8.605692666
18,22,ACET,5,35,Healthcare,United States,145.95,12.73480869,16.2218744,20.38161551,15.99195196,15.92893642,19.57980992,18.63459206,27.15656347,15.93607855,15.17247592,20.86069889,18.39094865,17.63533633,16.68898973,19.98253087,13.52959612,22.71170288,18.02546939,19.83824431,13.80577273,15.37101348,13.88341396,20.76625497,16.49457565,21.67048391,19.24595696,11.19219699,20.06081585,15.04970491,20.34739465,9.896301723,20.57805653,17.82766258,21.32438017,13.55205553,17.53578374,18.24575301,16.249449,23.48758239,18.09145357,19.9687925,19.11508473,22.94584666,21.36121517,22.86467786,18.78085988,23.87847881,23.90716475,19.94757491,25.63750077,22.45551726,22.01706829,23.77858695,20.06213597,24.37340144,26.24391795,16.5663492,16.28070558,21.67134949,22.81130114
19,23,ACEV,4,35,Financial Services,United States,12.88,9.898926797,9.918738265,9.134456396,9.707635503,9.179511633,9.722922101,9.258024344,9.098348794,8.85880476,8.970655951,8.447001677,8.838134995,8.510557904,8.581922488,9.039035687,8.299862795,8.126081381,8.679702363,8.343531551,7.876916432,8.021029778,8.62254498,8.135785975,8.262437806,8.438164592,7.802651448,7.912689314,7.751686397,7.968027229,7.933081937,7.718644252,8.370991693,7.663684049,7.708967295,7.053568215,7.988564181,7.720934324,7.278307772,7.519058642,7.289882503,7.355073948,7.536150122,7.620270171,7.382475743,7.080167756,7.406767554,6.967855172,7.3798878,7.115064683,7.334223003,6.69049078,7.035968513,7.148570523,7.069386835,6.675941949,6.879772215,6.956242824,7.00245039,6.821534667,7.148679538
20,24,ACEVU,4,35,Financial Services,United States,14.53,10.28934111,10.17167362,9.80068316,9.661629291,9.923552185,10.09228578,9.458814685,9.279955173,9.625284407,9.752680303,9.249957609,9.130984969,9.262977021,9.013204886,8.871985878,8.74746875,9.076701477,8.662231569,9.027402134,8.654294171,7.862738507,8.5168477,7.974421559,8.529911281,7.718871968,8.415172786,8.017779761,8.317179474,7.822504168,7.893505995,8.225785504,7.889684092,7.626070658,8.154189563,7.73813997,7.705389216,7.306595779,7.692480659,8.009072439,7.796052235,7.649967727,7.565331588,7.282003267,8.024415478,7.929645624,6.969847423,7.264893042,7.304635895,6.999334448,7.595521417,7.371052825,7.478197746,7.585429272,7.362373217,7.169988084,7.326978395,7.164832455,7.007060962,7.818187747,7.526113132
21,25,ACHC,5,35,Healthcare,United States,82.97,65.33851596,67.33886491,70.1233264,62.29715592,66.04710239,64.81098054,63.85871954,66.60785605,61.15092655,64.51598264,64.6896007,62.14564378,61.96400923,63.61128153,59.64337162,63.50712157,61.56150828,60.13356435,62.009225,58.68150172,56.57536083,59.88190297,57.14366611,56.28669798,53.99521349,57.07034071,53.77932217,56.27751933,54.24744359,51.03633279,57.06335286,51.80961985,49.92179847,50.79087788,46.35662688,52.05117284,51.63237681,47.4791134,49.02193891,49.95582775,50.26951431,49.09851344,48.82824253,48.15688011,52.3674854,46.98928663,45.9104927,47.06070311,47.16079795,47.76922525,46.30454196,43.8762925,45.73181549,46.064888,44.08008244,42.53707889,41.24433471,43.54598941,46.58111331,43.05004518
22,26,ACHL,5,34,Healthcare,United Kingdom,17.86,3.010408116,2.749373583,3.241441014,3.010946507,2.724189519,3.081117721,3.176300544,2.987214473,3.298868898,2.670159643,3.391056375,2.96091291,3.318122948,2.616872282,2.968079918,2.920659498,2.718372878,2.239956563,2.764522771,2.559131157,2.005598312,2.391129345,2.816176064,2.536122478,2.478850815,2.876492575,2.591697001,3.010394543,2.997691666,2.736445822,3.264636519,3.329530814,3.103790005,3.488012188,3.511153136,3.671166381,3.61245413,3.514461989,4.022159778,3.804919314,4.186454334,4.077612943,3.85806855,3.513478355,4.091944565,4.477883583,4.601646882,3.571938576,4.020098299,3.81143376,4.591872817,5.150876594,4.387123653,4.970140767,4.515116897,4.655400776,4.67177445,4.939850908,4.931566666,4.789512458
23,28,ACIU,5,31,Healthcare,Switzerland,19.3,4.300869158,3.406547639,3.76860664,3.561257689,3.901438385,3.286938243,3.080991016,3.175101607,3.799475659,3.693469097,3.145933697,4.035112488,3.69058627,2.696031319,3.211891866,3.828301622,3.290158127,3.758733305,3.442746896,3.417832765,3.791079974,3.72749588,3.355125828,3.811563168,3.315009275,3.000472619,3.908920965,2.857033028,3.45605581,4.388796799,3.626219063,3.491292782,3.306653278,4.369617549,3.933250132,3.444567068,4.257592827,3.917972936,4.041133235,3.790451872,3.967512742,3.591383569,3.657857679,4.185196614,4.283220762,4.077266921,4.517213425,3.59114688,4.334559746,4.419140674,4.279289086,4.940409684,4.697604614,4.330228029,4.709038714,3.8625047,3.910659748,4.377389446,3.044037117,4.390019354
24,29,ACIW,8,35,Technology,United States,43.1,26.15136222,26.74442466,25.95866194,25.98719025,25.30675233,26.6072165,24.37453319,26.03928362,24.69377274,25.6549903,25.58147436,23.50763244,24.3189409,25.16636636,23.51997373,25.02884222,25.78994291,26.0557635,25.7123449,24.94807411,26.46037473,25.26089896,25.97428379,26.06320321,24.77436102,27.82548421,24.81370208,25.71125566,25.17823496,23.74974409,25.4402766,24.4175119,22.63845816,24.36131076,23.4747292,24.66514425,24.60312441,25.38917485,23.46675771,24.40262991,24.55921574,24.26925721,25.0697118,24.88619556,25.94258539,22.9432139,24.75241439,22.41875811,24.32771133,23.50078616,21.60262001,23.77275427,20.37719903,24.07273689,23.54494402,24.21777524,21.16556667,23.07457768,21.71080406,23.21840349
25,30,ACLS,8,35,Technology,United States,103.5,50.84844746,55.01577562,49.92041413,54.05778524,55.64592254,51.03778888,50.04144533,51.58680005,49.13986503,50.06388228,47.84215571,50.0521857,49.24785478,50.53687803,52.09148946,45.54471602,49.45458993,50.42320655,44.65226595,49.60861646,48.04055335,48.13986629,52.42230642,49.77451846,46.59101678,48.84017108,52.81013802,50.94150187,49.4188617,52.29598215,50.10546805,52.89644346,46.23685294,50.06486316,51.85647216,51.25597076,47.76863261,50.12680073,47.97691311,49.77556412,50.21952201,49.58856077,44.79145275,53.07899272,54.79845124,49.79599611,49.27255578,49.1774594,46.49079698,50.08493118,46.88759534,50.40513732,46.39599672,48.09893136,51.44053115,49.72272286,48.19655706,48.3067646,49.55598186,46.7960431
26,32,ACMR,8,35,Technology,United States,46.66,13.88979564,15.47965133,14.87891539,15.60717274,15.64344315,16.69809102,16.40761214,14.5139461,17.0032238,15.95348605,17.92365464,16.15617785,17.68309049,16.35268993,16.49347327,18.10102683,16.73115198,18.04481834,18.44911729,17.52429502,14.89175597,17.28533837,16.62032582,16.86021415,15.6227319,18.45577259,16.71614488,18.16457478,17.48505851,17.1747361,16.56893151,16.24863032,16.48946285,17.384378,17.11480365,16.13967727,17.54884425,17.44532697,16.26094944,15.97591466,18.30223071,17.56031512,15.42404774,17.92699759,16.22070755,15.67240051,17.93044761,15.85792703,15.58074762,15.18862872,17.24361691,15.44350051,15.4771622,16.44104994,15.50445921,15.00348044,14.46548869,18.12628387,14.33071264,14.83721061
27,33,ACN,8,18,Technology,Ireland,406.15698,285.222845,278.6622003,274.1051278,296.5621942,267.8105624,271.6576622,285.5563945,283.6499239,273.3027983,271.1709676,267.6995891,266.9846293,254.5928491,256.2331919,244.5161363,263.0835196,248.2122213,263.9906492,242.2041192,245.6504174,240.6676324,254.440285,221.7525617,239.6625781,229.1054166,227.5802353,229.0648184,223.0813608,218.1130285,236.0573973,224.6677905,225.9208402,230.7378673,223.9204635,226.9278554,220.4908694,220.2609823,216.2678063,212.5564213,223.5945641,227.3343945,203.6590907,226.2633227,210.611846,211.6556829,230.3450546,210.5297538,220.8594491,218.8216455,219.2780791,219.9566771,198.0487519,205.9285002,211.6327087,228.0166965,223.0069671,216.8474629,211.3616181,201.9971173,199.6635786
28,35,ACOR,5,35,Healthcare,United States,267,6.331744026,-4.320912737,-1.319377709,-5.80934855,0.18618403,-3.582200233,2.463681657,2.939414006,-7.944014076,-1.768343959,-5.525357354,-0.545148153,-6.919573713,-2.802432451,-4.934330855,-10.58875133,0.236095693,-1.779462185,-5.926293824,-3.572890285,-7.045236122,-13.84346919,-5.689192537,-8.231299561,-9.703729425,-13.37083419,-3.387473132,-9.984476063,-5.980802771,-2.850748692,-5.383690987,-0.941907082,1.997828197,-5.194989491,-7.437363949,-6.288466696,-5.209507439,-5.319010723,-10.07825389,-4.269620497,-4.607205559,-1.760685135,-3.500037957,-2.30884609,1.242636289,-1.225104544,2.058874,-1.486694176,8.044555541,-1.056192655,4.066514444,-1.625342768,4.131511007,3.532055821,0.98879699,-0.942102034,-4.080212798,0.761473138,-4.104860287,11.56549811
29,36,ACR,7,35,Real Estate,United States,42.392643,9.94543439,9.476977964,10.25413083,8.834777615,10.47749728,8.1131821,9.215238286,9.289480045,9.152095488,8.937754758,10.13067019,10.08050945,9.441916109,11.94931946,10.66307799,10.05490541,10.8373159,10.18445183,12.4591301,11.01667311,10.34406337,11.19825643,12.01902372,11.10429364,11.67254533,11.1372772,11.93823945,12.95989228,12.29356922,12.79052351,10.42692594,12.5317844,13.02054555,11.80393759,11.82343942,12.50030302,11.32877441,12.96438745,13.76690621,12.25458956,12.00789065,12.23755641,13.10677381,12.14310974,12.44106476,11.81537009,12.16112329,10.3284566,12.05697118,11.2757129,11.41054034,11.46169664,10.54092371,13.94670056,11.82003961,10.82790105,11.22357621,9.891540306,11.02333628,11.3838384
30,37,ACRE,7,35,Real Estate,United States,16.853235,13.05836166,12.82285036,11.93956015,12.84747945,12.48811749,11.89074998,12.08475909,11.51221454,11.96707425,11.51239536,11.6333409,11.50485535,11.51543406,11.88438326,10.7996474,10.43544762,10.55596222,10.99280467,11.30206262,10.99750286,10.26775422,11.01653973,10.54167679,10.79881766,10.9615095,10.78059446,10.42059965,10.05011151,10.56711453,10.56368707,10.49810826,10.20502326,10.1150675,10.5481751,10.22613248,10.19940793,9.946801514,10.07521173,10.82775117,10.5111752,10.22418268,10.54488225,10.23980716,10.55616815,9.802002376,10.63271744,10.49218354,10.19108439,10.22112991,10.18003856,10.16253561,10.83254579,10.10900918,10.19814624,10.15121354,10.56020436,9.75486375,9.205912626,10.10830801,10.21128752
31,38,ACRS,5,35,Healthcare,United States,32.99,14.53276524,13.56001618,14.13528087,12.97302905,13.37428587,13.71778685,13.19061631,13.58616087,14.31451826,13.62667667,14.65370702,12.98617415,12.80205921,13.5165587,13.11626834,11.81289205,13.90713034,12.7329152,12.4105565,13.39938347,12.37605086,12.41838555,13.21519873,12.84025176,12.33879626,12.51560225,11.456069,13.69130592,10.73574515,11.86700522,13.28974824,13.29831271,13.23745691,12.09925855,12.05158225,13.03884696,13.28442728,13.19706891,12.97633056,12.38363019,13.79810861,12.47845678,11.58786999,13.40248344,11.82060607,12.13048234,11.90268575,11.84758646,13.26690606,12.09291312,12.51068144,12.38083796,12.87107146,11.9242793,11.75372633,12.30827741,12.62776622,12.21697059,11.18425944,12.35175947
32,39,ACRX,5,35,Healthcare,United States,262.4,11.93971198,6.821226144,5.609358287,6.208350873,4.824729514,4.251797509,9.134764504,5.396195245,1.251686978,12.45573494,14.8508177,7.854054093,6.494235253,0.269734836,4.490505004,14.25114672,1.826634622,6.094243455,2.591691566,5.218877721,6.530542159,-0.424342704,9.22575953,0.601079583,8.187604117,-8.888856626,-2.828428388,9.235495591,2.453945851,0.50538075,-4.287122989,3.289456296,2.146683192,3.776615167,10.30208108,1.208946061,2.017547441,-0.145359588,-5.357112193,10.77978933,5.60774734,5.037650132,2.997779155,7.777958369,6.531111073,6.468084741,-1.085636306,12.97803357,9.420844388,10.74269259,8.752434468,16.4842267,4.069256139,9.870988631,6.575814843,13.95726039,9.797203755,19.28081446,13.26801569,17.39457579
33,40,ACST,5,7,Healthcare,Canada,325.6,-3.034170559,10.68345234,-2.738413432,8.767758062,6.261665449,21.90548803,1.789899978,15.06677887,-0.767522445,1.210920396,16.16510676,9.183813593,9.889122388,9.30869939,3.091026589,1.659289035,7.938167521,6.864853176,0.192717853,10.51923285,11.82309589,19.77338204,4.858636102,3.327795312,4.532416835,10.23264081,3.84921535,-0.583941779,5.415219691,3.365857825,11.9155958,16.29525436,11.2608381,6.382111832,13.78087727,10.41876868,4.882900044,7.584091541,6.639670596,15.00126477,14.9089929,2.600206968,9.879399344,11.32606594,-0.246374109,19.33350651,5.926511559,7.283817372,13.93791121,16.63041067,5.710605654,2.228717813,11.65787208,8.044262227,21.7403564,8.471324107,19.98091371,12.82608798,17.24404194,19.68685472
34,41,ACXP,5,35,Healthcare,United States,7.89,3.679373969,3.590476583,3.930910627,3.557170367,3.625074189,3.804362572,3.718945028,3.52748296,3.721111376,3.756147519,3.560137132,3.890559607,3.602082404,3.903390274,3.429087316,3.658656225,3.73929078,3.40560009,3.772246402,3.56258894,3.430721306,3.603186152,3.620389018,3.643098871,3.389588915,3.290987523,3.235856993,3.230215036,3.302418635,3.217166159,3.425776305,3.801708073,3.319661239,3.169170021,3.382039264,3.282508598,3.245082488,3.070174769,3.524054849,3.461387602,2.967414216,3.314008936,3.319449613,3.263055204,3.458331248,3.346251613,3.157861888,3.316769719,3.343594057,2.965990441,3.037189755,3.151884151,3.205322846,3.11892994,3.105138254,3.11305684,3.134347856,2.953946789,2.953659917,2.768422249
